time,scheduling_class,collection_type,priority,mem_req,cpu_req,mem_avg,cpu_avg,mem_max,cpu_max
1584163989226,3,0,200,0.003856658935546875,0.0081024169921875,0.001953125,3.7860870361328125E-4,0.001964569091796875,0.0050048828125
296066697739,1,0,105,0.016693115234375,0.0089874267578125,0.00567626953125,0.0088348388671875,0.00567626953125,0.020294189453125
116367066181,2,0,360,0.0013027191162109375,0.013519287109375,0.019287109375,0.0322265625,0.020599365234375,0.1099853515625
2220916046503,2,0,0,1.9931793212890625E-4,0.001861572265625,1.3065338134765625E-4,3.0994415283203125E-4,1.373291015625E-4,0.00144195556640625
1892214193263,1,0,200,0.00262451171875,0.00566864013671875,0.0017719268798828125,0.0080108642578125,0.001873016357421875,0.0179443359375
104045399544,2,0,360,0.0013027191162109375,0.0056304931640625,0.00662994384765625,0.011505126953125,0.0099639892578125,0.04901123046875
1645022954884,2,0,360,0.0013027191162109375,0.0111541748046875,0.00528717041015625,6.113052368164062E-4,0.0052947998046875,0.001392364501953125
1107843725046,2,0,360,0.0013027191162109375,0.020172119140625,0.0186767578125,0.0338134765625,0.019287109375,0.1065673828125
291751027340,0,0,103,0.00443267822265625,0.0810546875,6.971359252929688E-4,0,6.971359252929688E-4,0
0,3,1,200,0.01690673828125,0.03240966796875,0.0101318359375,0.0118255615234375,0.0101318359375,0.02691650390625
1972894784798,0,0,0,0.003612518310546875,0.0081024169921875,6.961822509765625E-4,1.5163421630859375E-4,6.98089599609375E-4,9.65118408203125E-4
49875509650,0,1,116,0.003383636474609375,0.01629638671875,0.0026702880859375,5.18798828125E-4,0.0026702880859375,0.0023345947265625
1456976341842,0,0,105,0.00368499755859375,0.00662994384765625,0.0015354156494140625,2.0599365234375E-4,0.001605987548828125,0.001384735107421875
347043067005,2,0,360,0.0013027191162109375,0.0139312744140625,1.1444091796875E-5,3.337860107421875E-5,7.43865966796875E-5,2.899169921875E-4
46830230745,1,0,103,0.00521087646484375,0.0066070556640625,0.00109100341796875,8.907318115234375E-4,0.00110626220703125,0.00299072265625
0,3,0,200,0.003612518310546875,0.0081024169921875,0.00391387939453125,0.002574920654296875,0.00391387939453125,0.0139923095703125
1970458727091,0,0,0,0.003612518310546875,0.0081024169921875,6.771087646484375E-4,2.002716064453125E-4,6.7901611328125E-4,8.182525634765625E-4
2521770701475,3,1,200,0.0994873046875,0,0.00615692138671875,4.425048828125E-4,0.00616455078125,0.00545501708984375
0,1,0,117,0.0106658935546875,0.00739288330078125,9.5367431640625E-7,0,9.5367431640625E-7,0
0,0,0,103,0.001369476318359375,0.002025604248046875,4.482269287109375E-4,1.0204315185546875E-4,4.4918060302734375E-4,5.970001220703125E-4
841608467990,0,0,200,8.554458618164062E-4,0.0014972686767578125,0.0013027191162109375,1.7452239990234375E-4,0.00130462646484375,7.162094116210938E-4
1251271318656,1,0,200,0.00650787353515625,0.00113677978515625,6.999969482421875E-4,0.0019683837890625,7.59124755859375E-4,0.00555419921875
1383134305581,2,0,360,0.0013027191162109375,0.022308349609375,0.00615692138671875,0.0091552734375,0.018829345703125,0.0689697265625
2491085499338,3,1,200,0.009765625,0.06591796875,0.0017452239990234375,0.01641845703125,0.0017452239990234375,0.03289794921875
409734022376,1,0,103,0.004364013671875,0.002288818359375,0.00225830078125,6.67572021484375E-4,0.002300262451171875,0.0067901611328125
97005291483,2,0,360,0.0013027191162109375,0.0084381103515625,9.5367431640625E-7,0,9.5367431640625E-7,0
0,3,0,200,0.00597381591796875,0,0.00373077392578125,0.00595855712890625,0.00376129150390625,0.0113067626953125
2024567099839,2,0,25,3.31878662109375E-4,0.002521514892578125,2.8324127197265625E-4,0.00141143798828125,3.01361083984375E-4,0.003871917724609375
1765133363218,2,0,200,0.010894775390625,0.00688934326171875,0.0097198486328125,0.0085601806640625,0.009857177734375,0.01953125
1675729190204,1,0,200,0.0094757080078125,4.405975341796875E-4,0.0087127685546875,1.56402587890625E-4,0.0087127685546875,8.792877197265625E-4
0,3,0,200,0.00409698486328125,0.003520965576171875,0.0010986328125,5.779266357421875E-4,0.001102447509765625,0.003078460693359375
65479712242,0,0,0,0.00182342529296875,0.0081024169921875,0.0010433197021484375,0.00705718994140625,0.001079559326171875,0.016754150390625
0,3,1,200,0.03125,0.0653076171875,0.018157958984375,0.029296875,0.0181884765625,0.0892333984375
1506548408918,0,0,103,0.0012454986572265625,0.0018482208251953125,9.822845458984375E-4,0.00109100341796875,9.8419189453125E-4,0.00438690185546875
1941329480704,0,0,0,0.002605438232421875,0.016204833984375,8.7738037109375E-5,0,8.7738037109375E-5,0
1825518470135,3,1,200,0.078125,0.17431640625,0.0738525390625,0.097900390625,0.0750732421875,0.30615234375
1996190907590,0,0,0,0.003612518310546875,0.0081024169921875,6.771087646484375E-4,2.002716064453125E-4,6.7901611328125E-4,8.182525634765625E-4
1647523153423,0,0,0,0.00262451171875,0.00566864013671875,0.00232696533203125,3.9958953857421875E-4,0.002330780029296875,0.00170135498046875
0,2,0,105,0.001331329345703125,2.2029876708984375E-4,4.38690185546875E-4,1.9168853759765625E-4,4.405975341796875E-4,6.628036499023438E-4
2451174795181,0,0,103,0.00388336181640625,0.048583984375,0.002475738525390625,0.00732421875,0.0025177001953125,0.026458740234375
1724490958817,0,0,103,0.002552032470703125,0.009368896484375,9.5367431640625E-7,0,9.5367431640625E-7,0
1763039059873,0,0,103,0.002452850341796875,0.009368896484375,0.00135040283203125,0.008544921875,0.0019435882568359375,0.016632080078125
1476873048019,2,0,360,0.0013027191162109375,0.018798828125,0.0082550048828125,0.014739990234375,0.0153350830078125,0.0479736328125
1989192453288,0,0,0,0.003612518310546875,0.0081024169921875,6.961822509765625E-4,1.5163421630859375E-4,6.98089599609375E-4,9.65118408203125E-4
1799160416964,1,0,200,0.00650787353515625,0.00113677978515625,6.999969482421875E-4,0.0019683837890625,7.59124755859375E-4,0.00555419921875
142814178605,3,1,200,0.078125,0.17431640625,0.0738525390625,0.097900390625,0.0750732421875,0.30615234375
1645765625508,2,0,103,0.014129638671875,0.01214599609375,0.00356292724609375,3.96728515625E-4,0.00365447998046875,0.001308441162109375
1459123766722,0,0,105,0.00368499755859375,0.00662994384765625,0.0015354156494140625,2.0599365234375E-4,0.001605987548828125,0.001384735107421875
1583404183953,1,0,200,0.00521087646484375,0.013214111328125,0.003032684326171875,0.0040130615234375,0.00347137451171875,0.0250244140625
788656970207,1,0,117,0.0015621185302734375,0.00566864013671875,0.0010833740234375,3.604888916015625E-4,0.0011844635009765625,0.00490570068359375
621242754677,2,0,360,0.0013027191162109375,0.011474609375,0.00560760498046875,0.011260986328125,0.009307861328125,0.05352783203125
2044564882018,2,0,360,0.0013027191162109375,0.021759033203125,0.012481689453125,0.0218505859375,0.02093505859375,0.0848388671875
753695484479,0,0,0,0.00262451171875,0.00566864013671875,0,0,0,0
1931126668014,1,0,200,1.6498565673828125E-4,0,1.4972686767578125E-4,1.3065338134765625E-4,1.52587890625E-4,6.1798095703125E-4
639158665975,1,0,200,0.00650787353515625,0.00113677978515625,9.5367431640625E-7,0,9.5367431640625E-7,0
1454577825391,0,0,105,0.00368499755859375,0.00662994384765625,0.0015354156494140625,2.0599365234375E-4,0.001605987548828125,0.001384735107421875
1454574816870,0,0,105,0.00368499755859375,0.00662994384765625,0.0015354156494140625,2.0599365234375E-4,0.001605987548828125,0.001384735107421875
0,2,0,200,2.880096435546875E-4,0.0019378662109375,1.678466796875E-4,3.814697265625E-4,1.8215179443359375E-4,0.0017032623291015625
0,1,0,105,0.00650787353515625,0.008453369140625,0.00423431396484375,0.002040863037109375,0.00572967529296875,0.06036376953125
1358903492344,3,0,200,0.0106201171875,0.03521728515625,0.0078277587890625,0.025421142578125,0.008544921875,0.0826416015625
2001717236481,0,1,116,0.025665283203125,0.01873779296875,0.002777099609375,0.0143280029296875,0.00278472900390625,0.066162109375
2044711439276,0,0,0,0.00262451171875,0.00566864013671875,0.0023956298828125,0.0064544677734375,0.00275421142578125,0.0152130126953125
0,3,0,199,0.04339599609375,0,0.0404052734375,0.0325927734375,0.04095458984375,0.15185546875
137640007395,0,1,116,0.00373077392578125,0.01629638671875,0.0026702880859375,5.18798828125E-4,0.0026702880859375,0.0023345947265625
1911964985696,1,0,119,0.00848388671875,0.0528564453125,0.001163482666015625,0.037109375,0.0016193389892578125,0.06195068359375
1494126142209,0,0,105,0.00650787353515625,0.003696441650390625,0.0017414093017578125,0.01068115234375,0.002307891845703125,0.01983642578125
1072187311039,2,0,360,0.0013027191162109375,0.020172119140625,0.0186767578125,0.0338134765625,0.019287109375,0.1065673828125
723622816016,1,0,103,0.0104217529296875,0.04119873046875,6.580352783203125E-5,0.001049041748046875,6.961822509765625E-5,0.013275146484375
1048740234408,2,0,360,0.0013027191162109375,0.020294189453125,5.91278076171875E-4,1.087188720703125E-4,5.922317504882812E-4,2.17437744140625E-4
1434965811581,2,0,360,0.0013027191162109375,0.0113677978515625,0.0053558349609375,0.0121307373046875,0.006103515625,0.03741455078125
2652171468015,0,0,0,0.00262451171875,0.00566864013671875,0.002105712890625,0.009063720703125,0.002277374267578125,0.02545166015625
0,0,0,0,0.00262451171875,0.00566864013671875,6.98089599609375E-4,2.09808349609375E-4,6.999969482421875E-4,0.001132965087890625
1478299651921,0,0,103,0.00247955322265625,0.026580810546875,9.72747802734375E-5,0,9.72747802734375E-5,0
1823999394832,1,0,103,0.00681304931640625,0.0110015869140625,0.0010089874267578125,3.54766845703125E-4,0.001026153564453125,0.00146484375
580867427573,2,0,360,0.0013027191162109375,0.020416259765625,0.0155792236328125,8.182525634765625E-4,0.015594482421875,0.001739501953125
2583913101038,0,0,0,0.0022125244140625,0.0097198486328125,3.35693359375E-4,0,3.35693359375E-4,0
2483362347778,3,0,200,0.0123748779296875,0.00405120849609375,5.14984130859375E-5,0,5.14984130859375E-5,0
0,2,0,103,0.0101165771484375,0.018829345703125,2.346038818359375E-4,9.412765502929688E-4,2.47955322265625E-4,0.003147125244140625
1965193664734,1,0,103,0.00521087646484375,0.0066070556640625,0.0018596649169921875,0.0023651123046875,0.001888275146484375,0.0079803466796875
1274110959446,2,0,360,0.0013027191162109375,0.01214599609375,0.0135955810546875,0.004974365234375,0.0142669677734375,0.05206298828125
1675635736063,2,0,0,2.0885467529296875E-4,0.0023193359375,8.58306884765625E-6,0,8.58306884765625E-6,0
380122576504,1,0,103,0.00521087646484375,0.0066070556640625,0.00115966796875,4.00543212890625E-4,0.0011615753173828125,0.001201629638671875
1447403594118,1,0,117,0.0014705657958984375,0.0081024169921875,0.001232147216796875,0.0085601806640625,0.00147247314453125,0.018402099609375
813816434382,1,0,103,0.1041259765625,0.03466796875,0.129638671875,0.00543975830078125,0.129638671875,0.05572509765625
1558751124493,2,0,103,0.0135345458984375,0.01214599609375,0.00356292724609375,3.96728515625E-4,0.00365447998046875,0.001308441162109375
1973499440618,0,0,0,0.003612518310546875,0.0081024169921875,6.961822509765625E-4,1.5163421630859375E-4,6.98089599609375E-4,9.65118408203125E-4
2442966413089,1,0,200,0.00521087646484375,0.013214111328125,1.9073486328125E-6,0,1.9073486328125E-6,0
1506557604204,0,0,103,0.001270294189453125,0.0018482208251953125,9.822845458984375E-4,0.00109100341796875,9.8419189453125E-4,0.00438690185546875
1789310467595,0,0,114,0.0015201568603515625,0.0057220458984375,6.847381591796875E-4,0.00289154052734375,8.1634521484375E-4,0.00743865966796875
1200155673349,1,0,117,0.0014705657958984375,0.0081024169921875,9.746551513671875E-4,0.0082244873046875,0.0013256072998046875,0.03387451171875
175979789287,2,0,360,0.0013027191162109375,0.0135040283203125,0.00247955322265625,6.542205810546875E-4,0.0030517578125,0.0081634521484375
209643538096,2,0,200,0.01171875,0.013214111328125,0.007965087890625,0.0177001953125,0.0095977783203125,0.152099609375
1800049662724,1,0,200,0.001953125,0.010528564453125,0.0011348724365234375,0.0093994140625,0.001369476318359375,0.02789306640625
738645459604,2,0,117,0.001750946044921875,0.009765625,2.9087066650390625E-4,0.001644134521484375,7.352828979492188E-4,0.0076446533203125
1730747253512,0,0,103,0.00254058837890625,0.009368896484375,3.8814544677734375E-4,7.562637329101562E-4,4.3964385986328125E-4,0.0012340545654296875
0,2,0,205,3.1757354736328125E-4,0.0089263916015625,2.288818359375E-4,2.40325927734375E-4,2.32696533203125E-4,0.0011577606201171875
1892557514750,0,0,103,0.008270263671875,0.003787994384765625,0.002658843994140625,0.003292083740234375,0.004180908203125,0.024505615234375
2577011999874,0,0,0,0.00262451171875,0.00566864013671875,0.002803802490234375,0.00579071044921875,0.00308990478515625,0.0181884765625
584977364093,2,0,360,0.0013027191162109375,0.0146026611328125,9.5367431640625E-7,0,9.5367431640625E-7,0
2354708181850,0,0,118,0.00650787353515625,0.01214599609375,0.003009796142578125,0.0079803466796875,0.003795623779296875,0.02508544921875
2575920609313,2,0,360,0.0013027191162109375,0.0146026611328125,0.01953125,0.0224609375,0.023651123046875,0.0614013671875
1477603092815,0,0,0,0.00262451171875,0.00566864013671875,1.010894775390625E-4,0,1.010894775390625E-4,0
563534944187,1,0,200,0.00650787353515625,0.00113677978515625,9.5367431640625E-7,0,9.5367431640625E-7,0
567759871843,2,0,360,0.0013027191162109375,0.0111541748046875,0.00487518310546875,0.00530242919921875,0.009979248046875,0.039306640625
2595706610808,2,0,360,0.0013027191162109375,0.00679779052734375,0.009002685546875,0.0129547119140625,0.0100555419921875,0.05224609375
2519086541668,2,0,103,0.001529693603515625,0.022003173828125,7.581710815429688E-4,0.0064697265625,7.82012939453125E-4,0.027984619140625
723622816016,1,0,103,0.0104217529296875,0.04119873046875,6.580352783203125E-5,0.001049041748046875,6.961822509765625E-5,0.013275146484375
151958094387,1,1,103,0.069091796875,0.017242431640625,0.0033416748046875,6.418228149414062E-4,0.003345489501953125,0.00244140625
1445242033340,2,0,360,0.0013027191162109375,0.017578125,0.0053253173828125,0.011871337890625,0.0087890625,0.046875
1884134683798,3,0,200,0.0106201171875,0.03521728515625,0.0078277587890625,0.025421142578125,0.008544921875,0.0826416015625
1408701702452,1,0,103,0.00521087646484375,0.0066070556640625,0.0018596649169921875,0.0023651123046875,0.001888275146484375,0.0079803466796875
1709409262214,0,0,103,0.002620697021484375,0.009368896484375,7.123947143554688E-4,9.72747802734375E-5,7.171630859375E-4,3.509521484375E-4
0,3,0,200,0.01953125,0.020263671875,0.00124359130859375,0.0122222900390625,0.0012531280517578125,0.021759033203125
2455104841678,0,0,0,0.00262451171875,0.00566864013671875,0.001102447509765625,0.005615234375,0.0014438629150390625,0.015777587890625
1292209977840,3,0,200,0.0123748779296875,0.00405120849609375,5.14984130859375E-5,0,5.14984130859375E-5,0
1303283406220,2,1,101,0.03265380859375,0.022918701171875,0.01953125,0.027008056640625,0.0208740234375,0.128662109375
1254673934636,1,0,117,0.0014705657958984375,0.0081024169921875,0.0010986328125,0.0108795166015625,0.00147247314453125,0.023712158203125
1731466362274,2,0,360,0.0013027191162109375,0.02288818359375,0.01922607421875,0.031982421875,0.0206298828125,0.0692138671875
1207034431226,2,0,360,0.0013027191162109375,0.020172119140625,0.008880615234375,0.01959228515625,0.010040283203125,0.0521240234375
740716132631,0,0,103,0.022552490234375,0.01373291015625,0.0110626220703125,0.00970458984375,0.01129150390625,0.06085205078125
1774911567908,1,0,119,0.003047943115234375,0.005279541015625,0.001384735107421875,0.001399993896484375,0.0014095306396484375,0.0111541748046875
0,2,0,200,3.6525726318359375E-4,0.00211334228515625,2.44140625E-4,0.0012569427490234375,3.1280517578125E-4,0.010009765625
1047207440333,2,0,360,0.0013027191162109375,0.017333984375,0.0072479248046875,0.007232666015625,0.01580810546875,0.0693359375
1506415696199,0,0,103,0.0012454986572265625,0.0018482208251953125,9.822845458984375E-4,0.00109100341796875,9.8419189453125E-4,0.00438690185546875
1596913007321,1,0,200,0.00521087646484375,0.013214111328125,1.9073486328125E-6,0,1.9073486328125E-6,0
291701928949,0,0,103,0.00443267822265625,0.0810546875,6.971359252929688E-4,0,6.971359252929688E-4,0
1478561575872,0,0,103,0.00247955322265625,0.026580810546875,9.72747802734375E-5,0,9.72747802734375E-5,0
0,2,0,200,3.3664703369140625E-4,0.0014972686767578125,2.6988983154296875E-4,6.971359252929688E-4,2.8228759765625E-4,0.001926422119140625
0,3,0,103,0.004150390625,0.00484466552734375,6.723403930664062E-4,7.915496826171875E-5,6.742477416992188E-4,5.235671997070312E-4
0,3,0,200,0.002231597900390625,0.002994537353515625,0.001010894775390625,0.00295257568359375,0.0010356903076171875,0.009765625
361869014807,3,0,200,0.003856658935546875,0.0081024169921875,0.001953125,3.7860870361328125E-4,0.001964569091796875,0.0050048828125
380475948859,3,0,200,0.003856658935546875,0.0081024169921875,0.001953125,3.7860870361328125E-4,0.001964569091796875,0.0050048828125
1393599555186,2,0,360,0.0013027191162109375,0.0111236572265625,0.010101318359375,0.00609588623046875,0.010162353515625,0.009796142578125
2399314748455,0,0,0,0.00262451171875,0.00566864013671875,0.0012969970703125,0.0012149810791015625,0.001377105712890625,0.009185791015625
723622816016,1,0,103,0.0104217529296875,0.04119873046875,6.580352783203125E-5,0.001049041748046875,6.961822509765625E-5,0.013275146484375
53183450258,2,0,360,0.0013027191162109375,0.0032196044921875,0.01971435546875,0.0191650390625,0.020050048828125,0.0386962890625
0,1,0,200,0.0118255615234375,0.017608642578125,0.00377655029296875,0.0115814208984375,0.00379180908203125,0.01763916015625
492942981270,1,0,105,0.00572967529296875,0.0041351318359375,0.003849029541015625,2.727508544921875E-4,0.00385284423828125,0.00641632080078125
1833846802637,2,0,0,1.7642974853515625E-4,0.003017425537109375,8.58306884765625E-6,0,8.58306884765625E-6,0
35716612394,1,0,103,0.1041259765625,0.026947021484375,0.129638671875,0.00543975830078125,0.129638671875,0.05572509765625
0,2,0,200,3.3664703369140625E-4,0.0014972686767578125,2.6988983154296875E-4,6.971359252929688E-4,2.8228759765625E-4,0.001926422119140625
0,1,0,200,0.0156097412109375,0.0133819580078125,1.9073486328125E-6,0,1.9073486328125E-6,0
1316598218690,1,0,200,0.00521087646484375,0.013214111328125,0.003032684326171875,0.0040130615234375,0.00347137451171875,0.0250244140625
1766123312644,0,0,103,0.002452850341796875,0.009368896484375,0.00135040283203125,0.008544921875,0.0019435882568359375,0.016632080078125
1539257890082,0,0,103,0.0059661865234375,0.05694580078125,0.0022125244140625,0.015716552734375,0.00457763671875,0.128173828125
1019071360312,0,0,0,0.00262451171875,0.00566864013671875,0,0,0,0
157293071435,2,0,103,0.0097503662109375,2.2029876708984375E-4,0.00273895263671875,5.321502685546875E-4,0.0059814453125,0.00392913818359375
680481729019,1,0,105,0.003017425537109375,6.160736083984375E-4,0.001209259033203125,3.6144256591796875E-4,0.0012187957763671875,0.00521087646484375
2518931498126,0,0,0,0.0017528533935546875,0.0097198486328125,8.258819580078125E-4,0.001678466796875,0.001277923583984375,0.01513671875
0,3,1,200,0.0030059814453125,0.0081024169921875,0.0516357421875,0.086181640625,0.05194091796875,0.174560546875
0,1,0,200,0.0013103485107421875,0.006072998046875,1.2683868408203125E-4,1.583099365234375E-4,1.3065338134765625E-4,0.002544403076171875
0,3,1,200,0.005096435546875,0.030364990234375,0.00312042236328125,0.0055389404296875,0.0031280517578125,0.0203857421875
408938409093,0,0,103,0.021942138671875,0.016998291015625,0.0019359588623046875,0.00635528564453125,0.0019512176513671875,0.018890380859375
1071610556645,2,0,360,0.0013027191162109375,0.017425537109375,0.006134033203125,0.0110015869140625,0.0084228515625,0.05194091796875
2362866262013,1,0,103,0.002307891845703125,0.002376556396484375,0.0041351318359375,0.007568359375,0.00464630126953125,0.01934814453125
2456605063556,0,0,0,0.00262451171875,0.00566864013671875,3.39508056640625E-4,4.00543212890625E-4,7.74383544921875E-4,0.0012378692626953125
1026418268970,0,0,103,0.001903533935546875,0.008636474609375,0.001537322998046875,0.00606536865234375,0.0015621185302734375,0.018310546875
0,2,0,119,0.003997802734375,0.00440216064453125,0.0011615753173828125,1.583099365234375E-4,0.001163482666015625,5.578994750976562E-4
2427731463095,1,0,103,0.0016727447509765625,0.0110015869140625,6.132125854492188E-4,0,6.132125854492188E-4,0
0,1,0,117,0.0015621185302734375,0.00566864013671875,0.001316070556640625,0.0042572021484375,0.0016536712646484375,0.012481689453125
1457215521899,0,0,105,0.00368499755859375,0.00662994384765625,0.0015354156494140625,2.0599365234375E-4,0.001605987548828125,0.001384735107421875
567835926436,2,0,360,0.0013027191162109375,0.02081298828125,0.021514892578125,0.05462646484375,0.02197265625,0.140625
767341205802,0,0,103,0.003704071044921875,0.002552032470703125,9.5367431640625E-7,0,9.5367431640625E-7,0
270780695988,2,0,0,2.2792816162109375E-4,0.00260162353515625,1.52587890625E-4,0.0017452239990234375,1.8310546875E-4,0.00485992431640625
550363268372,1,0,117,0.0014705657958984375,0.0081024169921875,6.656646728515625E-4,0.0011386871337890625,8.029937744140625E-4,0.00762939453125
1444675862750,1,0,200,0.00521087646484375,0.013214111328125,0.003032684326171875,0.0040130615234375,0.00347137451171875,0.0250244140625
2432603744194,1,0,117,0.0015621185302734375,0.00566864013671875,8.678436279296875E-5,6.961822509765625E-5,8.678436279296875E-5,2.78472900390625E-4
1256778851238,3,0,200,0.003856658935546875,0.0081024169921875,0.001953125,3.7860870361328125E-4,0.001964569091796875,0.0050048828125
1478057557249,0,0,103,8.897781372070312E-4,8.096694946289062E-4,5.083084106445312E-4,1.087188720703125E-4,5.083084106445312E-4,3.3092498779296875E-4
2066702688612,2,0,360,0.0013027191162109375,0.0144805908203125,3.452301025390625E-4,0.00493621826171875,5.617141723632812E-4,0.0082855224609375
724460239989,2,0,25,3.4999847412109375E-4,0.002521514892578125,2.8324127197265625E-4,0.00141143798828125,3.01361083984375E-4,0.003871917724609375
1134113432771,2,0,360,0.0013027191162109375,0.01116943359375,9.5367431640625E-7,1.068115234375E-4,9.5367431640625E-7,3.1948089599609375E-4
1431527426184,2,0,360,0.0013027191162109375,0.0114593505859375,0.0126495361328125,0.0122528076171875,0.012786865234375,0.06201171875
1428798469566,1,1,101,0.003368377685546875,0.0316162109375,0.002346038818359375,0.03350830078125,,
754447151284,0,1,200,0.002857208251953125,0.0079193115234375,0.0010356903076171875,0.0059661865234375,0.0010509490966796875,0.019134521484375
2040875797073,0,0,0,0.003612518310546875,0.0081024169921875,6.771087646484375E-4,2.002716064453125E-4,6.7901611328125E-4,8.182525634765625E-4
1716653087820,1,0,103,0.00594329833984375,0.0110015869140625,0.0010089874267578125,3.54766845703125E-4,0.001026153564453125,0.00146484375
0,3,0,200,0.00390625,0.0088043212890625,4.5108795166015625E-4,1.583099365234375E-4,4.520416259765625E-4,0.001094818115234375
22323078182,1,0,103,0.00521087646484375,0.0066070556640625,0.0018596649169921875,0.0023651123046875,0.001888275146484375,0.0079803466796875
1085476528219,2,0,360,0.0013027191162109375,0.017425537109375,0,0,0,0
1973170868770,0,0,0,0.003612518310546875,0.0081024169921875,6.961822509765625E-4,1.5163421630859375E-4,6.98089599609375E-4,9.65118408203125E-4
0,3,0,200,0.001026153564453125,8.802413940429688E-4,6.799697875976562E-4,0.00527191162109375,6.82830810546875E-4,0.0106658935546875
1072925586042,1,0,200,0.00650787353515625,0.00113677978515625,9.5367431640625E-7,0,9.5367431640625E-7,0
195686527705,2,0,103,0.0041656494140625,0.048583984375,0.002788543701171875,0.024200439453125,0.00284576416015625,0.06005859375
1293762073630,2,0,360,0.0013027191162109375,0.01214599609375,0.0135955810546875,0.004974365234375,0.0142669677734375,0.05206298828125
1054575284840,2,0,360,0.0013027191162109375,0.020294189453125,5.91278076171875E-4,1.087188720703125E-4,5.922317504882812E-4,2.17437744140625E-4
1866793660830,1,0,200,0.003612518310546875,0.0081024169921875,0.0013427734375,0.0139312744140625,0.0013446807861328125,0.03302001953125
800842003699,0,0,0,0.00262451171875,0.00566864013671875,0,0,0,0
2491085498628,3,1,200,0.009765625,0.06591796875,0.0017452239990234375,0.01641845703125,0.0017452239990234375,0.03289794921875
1706890365845,0,0,0,0.002475738525390625,0.0081024169921875,4.367828369140625E-4,5.779266357421875E-4,5.1116943359375E-4,0.00279998779296875
1438584349277,0,0,0,0.00390625,0.0141754150390625,0.00232696533203125,0.020294189453125,0.002330780029296875,0.0313720703125
0,3,0,200,0.0106201171875,0.09716796875,0.00452423095703125,0.019622802734375,0.004608154296875,0.027191162109375
0,2,0,205,3.1757354736328125E-4,0.0089263916015625,2.4700164794921875E-4,2.040863037109375E-4,2.5272369384765625E-4,0.0019207000732421875
98450159172,2,0,0,2.2792816162109375E-4,0.002513885498046875,1.52587890625E-4,0.0017452239990234375,1.8310546875E-4,0.00485992431640625
2493586158667,0,0,0,0.00262451171875,0.00566864013671875,3.39508056640625E-4,4.00543212890625E-4,7.74383544921875E-4,0.0012378692626953125
2223328491249,1,0,103,0.0012493133544921875,9.6893310546875E-4,3.0231475830078125E-4,0,3.0231475830078125E-4,0
2131162650794,3,0,200,0.0106201171875,0.03521728515625,0.00728607177734375,0.0189208984375,0.00732421875,0.0904541015625
454639734729,2,0,0,2.09808349609375E-4,0.0012416839599609375,9.250640869140625E-5,2.2029876708984375E-4,1.02996826171875E-4,6.465911865234375E-4
1146189105208,3,0,200,0.0123748779296875,0.00405120849609375,5.14984130859375E-5,0,5.14984130859375E-5,0
0,3,0,200,0.0014705657958984375,0.0081024169921875,0.0019092559814453125,0.00376129150390625,0.001918792724609375,0.0135955810546875
1442495233064,1,0,103,0.023284912109375,0.02423095703125,0.01824951171875,0.029754638671875,0.018798828125,0.0655517578125
